"";"q1";"q2";"q3";"q4";"q5";"q6";"q7";"q8";"q9";"q10";"q25";"q26";"q27";"q28";"q29";"q30";"q31"
"sub00009";0,6;0,85;0,001;0,69;0,7;0,97;0,65;0,93;0,999;0,39;0,001;0,999;0,11;0,11;0,999;0,55;0,5
"sub00911";0,13;0,85;0,21;0,84;0,49;0,65;0,81;0,63;0,95;0,64;0,49;0,51;0,16;0,001;0,64;0,001;0,001
"sub00400";0,14;0,77;0,21;0,71;0,13;0,1;0,4;0,29;0,01;0,76;0,001;0,001;0,25;0,001;0,19;0,001;0,001
"sub00345";0,5;0,81;0,12;0,48;0,48;0,55;0,62;0,7;0,49;0,71;0,23;0,7;0,74;0,51;0,95;0,97;0,8
"sub00592";0,79;0,65;0,79;0,82;0,89;0,76;0,84;0,98;0,5;0,89;0,26;0,27;0,26;0,15;0,88;0,06;0,12
"sub01175";0,19;0,06;0,15;0,28;0,64;0,76;0,79;0,86;0,96;0,5;0,001;0,02;0,66;0,67;0,8;0,999;0,2
"sub00899";0,81;0,76;0,999;0,94;0,61;0,52;0,53;0,32;0,999;0,52;0,1;0,07;0,001;0,13;0,78;0,81;0,999
"sub00412";0,6;0,65;0,15;0,76;0,52;0,5;0,76;0,65;0,26;0,53;0,4;0,33;0,18;0,8;0,81;0,77;0,999
"sub01506";0,15;0,999;0,999;0,86;0,82;0,81;0,76;0,59;0,999;0,999;0,11;0,15;0,13;0,14;0,11;0,13;0,13
"sub00695";0,001;0,71;0,14;0,65;0,001;0,52;0,6;0,8;0,87;0,77;0,04;0,001;0,001;0,9;0,001;0,66;0,999
"sub00818";0,67;0,7;0,66;0,67;0,74;0,72;0,77;0,73;0,71;0,7;0,001;0,7;0,75;0,78;0,8;0,79;0,85
"sub01061";0,42;0,11;0,999;0,77;0,3;0,31;0,48;0,48;0,83;0,51;0,19;0,84;0,47;0,11;0,999;0,999;0,93
"sub00256";0,34;0,57;0,92;0,63;0,37;0,42;0,41;0,32;0,88;0,71;0,07;0,36;0,17;0,001;0,85;0,2;0,18
"sub00987";0,77;0,32;0,07;0,24;0,89;0,8;0,999;0,999;0,85;0,71;0,59;0,82;0,91;0,97;0,999;0,999;0,97
"sub01214";0,67;0,63;0,001;0,25;0,5;0,51;0,61;0,78;0,69;0,67;0,5;0,68;0,5;0,48;0,77;0,77;0,79
"sub00822";0,18;0,23;0,001;0,78;0,72;0,81;0,999;0,75;0,24;0,999;0,71;0,001;0,001;0,001;0,001;0,001;0,6
"sub00390";0,57;0,72;0,95;0,9;0,999;0,999;0,999;0,88;0,82;0,79;0,001;0,86;0,22;0,75;0,91;0,93;0,85
"sub00228";0,48;0,001;0,18;0,15;0,46;0,47;0,48;0,26;0,999;0,001;0,001;0,001;0,001;0,001;0,86;0,001;0,001
"sub00848";0,19;0,03;0,22;0,84;0,19;0,1;0,58;0,76;0,51;0,72;0,23;0,001;0,001;0,001;0,001;0,001;0,001
"sub00052";0,74;0,02;0,22;0,6;0,76;0,7;0,74;0,3;0,51;0,5;0,16;0,001;0,001;0,001;0,06;0,001;0,01
"sub01000";0,7;0,29;0,37;0,48;0,93;0,74;0,59;0,62;0,69;0,31;0,25;0,95;0,35;0,7;0,91;0,999;0,999
"sub01198";0,58;0,31;0,14;0,34;0,59;0,32;0,58;0,38;0,87;0,45;0,1;0,08;0,32;0,41;0,29;0,23;0,23
"sub00192";0,73;0,57;0,41;0,63;0,66;0,61;0,999;0,999;0,26;0,64;0,25;0,4;0,65;0,68;0,92;0,59;0,53
"sub00117";0,51;0,74;0,04;0,52;0,5;0,67;0,81;0,93;0,82;0,49;0,28;0,51;0,14;0,08;0,73;0,37;0,08
"sub01215";0,28;0,08;0,001;0,68;0,66;0,58;0,6;0,82;0,24;0,71;0,34;0,001;0,56;0,55;0,83;0,85;0,999
"sub01428";0,33;0,78;0,001;0,57;0,5;0,32;0,28;0,67;0,23;0,78;0,999;0,2;0,001;0,001;0,001;0,001;0,001
"sub00608";0,4;0,999;0,999;0,999;0,64;0,41;0,41;0,41;0,19;0,999;0,21;0,68;0,15;0,21;0,999;0,999;0,999
"sub01194";0,001;0,47;0,001;0,52;0,001;0,18;0,33;0,32;0,46;0,08;0,72;0,001;0,001;0,001;0,999;0,999;0,999
"sub01157";0,78;0,19;0,75;0,6;0,77;0,64;0,71;0,74;0,85;0,55;0,18;0,27;0,001;0,61;0,999;0,59;0,63
"sub01035";0,39;0,06;0,001;0,61;0,65;0,63;0,66;0,77;0,92;0,73;0,66;0,34;0,39;0,999;0,98;0,36;0,71
"sub00029";0,001;0,1;0,07;0,49;0,001;0,21;0,17;0,07;0,11;0,1;0,001;0,001;0,001;0,001;0,14;0,001;0,55
"sub00258";0,999;0,8;0,001;0,999;0,999;0,999;0,999;0,999;0,999;0,53;0,001;0,999;0,999;0,001;0,999;0,999;0,999
"sub01019";0,53;0,62;0,79;0,77;0,55;0,63;0,62;0,68;0,52;0,51;0,001;0,27;0,61;0,51;0,66;0,5;0,5
"sub00537";0,49;0,31;0,1;0,49;0,26;0,51;0,64;0,6;0,35;0,5;0,7;0,77;0,76;0,75;0,95;0,93;0,83
"sub01241";0,65;0,11;0,11;0,85;0,39;0,35;0,29;0,24;0,57;0,12;0,48;0,28;0,22;0,11;0,17;0,12;0,14
"sub01380";0,51;0,32;0,23;0,13;0,52;0,48;0,52;0,38;0,63;0,33;0,24;0,02;0,001;0,001;0,11;0,001;0,001
"sub01345";0,51;0,3;0,02;0,85;0,55;0,92;0,999;0,98;0,38;0,65;0,001;0,1;0,76;0,52;0,96;0,17;0,12
"sub00596";0,36;0,78;0,8;0,73;0,63;0,75;0,53;0,58;0,22;0,74;0,001;0,69;0,7;0,52;0,999;0,74;0,76
"sub01551";0,49;0,6;0,67;0,79;0,5;0,56;0,76;0,72;0,91;0,55;0,16;0,08;0,02;0,56;0,77;0,14;0,1
"sub00272";0,2;0,22;0,14;0,81;0,43;0,4;0,56;0,48;0,76;0,24;0,56;0,55;0,39;0,69;0,78;0,67;0,69
"sub00388";0,24;0,6;0,42;0,81;0,85;0,5;0,66;0,59;0,9;0,76;0,41;0,92;0,96;0,95;0,94;0,92;0,84
"sub00240";0,22;0,45;0,15;0,5;0,41;0,26;0,3;0,23;0,21;0,54;0,001;0,06;0,32;0,49;0,42;0,4;0,36
"sub00261";0,27;0,36;0,33;0,71;0,35;0,46;0,53;0,59;0,62;0,8;0,02;0,49;0,73;0,74;0,71;0,81;0,84
"sub00835";0,54;0,57;0,93;0,74;0,72;0,67;0,6;0,57;0,44;0,64;0,19;0,67;0,56;0,67;0,9;0,5;0,98
"sub01467";0,52;0,11;0,08;0,91;0,999;0,5;0,21;0,57;0,999;0,999;0,15;0,001;0,001;0,51;0,999;0,73;0,8
"sub00421";0,54;0,53;0,43;0,47;0,74;0,61;0,62;0,66;0,85;0,81;0,37;0,56;0,53;0,54;0,62;0,53;0,02
"sub01576";0,999;0,05;0,37;0,61;0,999;0,81;0,73;0,72;0,28;0,66;0,001;0,37;0,71;0,79;0,48;0,999;0,999
"sub00106";0,88;0,23;0,18;0,63;0,999;0,999;0,999;0,97;0,75;0,37;0,23;0,01;0,01;0,3;0,49;0,52;0,49
"sub01419";0,24;0,88;0,83;0,72;0,96;0,77;0,74;0,79;0,79;0,8;0,13;0,06;0,12;0,12;0,87;0,79;0,85
"sub00396";0,49;0,4;0,19;0,74;0,52;0,49;0,51;0,53;0,79;0,59;0,001;0,98;0,999;0,999;0,999;0,999;0,999
"sub00069";0,89;0,32;0,001;0,55;0,95;0,7;0,52;0,49;0,81;0,48;0,001;0,68;0,01;0,05;0,77;0,82;0,84
"sub00603";0,36;0,28;0,39;0,54;0,52;0,5;0,63;0,71;0,83;0,74;0,49;0,33;0,3;0,28;0,61;0,44;0,43
"sub00140";0,4;0,34;0,76;0,74;0,18;0,75;0,82;0,74;0,77;0,8;0,05;0,22;0,79;0,85;0,82;0,9;0,999
"sub01056";0,75;0,77;0,999;0,999;0,91;0,92;0,9;0,999;0,999;0,96;0,15;0,19;0,75;0,77;0,82;0,78;0,97
"sub00918";0,57;0,16;0,2;0,57;0,82;0,56;0,71;0,76;0,84;0,79;0,74;0,53;0,27;0,27;0,999;0,66;0,72
"sub00966";0,18;0,38;0,37;0,66;0,31;0,29;0,26;0,51;0,66;0,59;0,08;0,75;0,5;0,59;0,94;0,65;0,73
"sub00655";0,66;0,9;0,66;0,92;0,77;0,84;0,85;0,84;0,94;0,86;0,001;0,97;0,98;0,96;0,95;0,97;0,51
"sub00849";0,39;0,17;0,49;0,52;0,63;0,49;0,56;0,69;0,49;0,21;0,18;0,5;0,18;0,24;0,999;0,999;0,999
"sub01524";0,21;0,34;0,88;0,8;0,32;0,28;0,88;0,98;0,85;0,66;0,13;0,35;0,75;0,86;0,87;0,86;0,84
"sub00328";0,52;0,42;0,1;0,74;0,51;0,57;0,7;0,64;0,39;0,64;0,26;0,54;0,23;0,63;0,85;0,9;0,69
"sub01230";0,33;0,21;0,16;0,69;0,56;0,4;0,32;0,39;0,7;0,57;0,24;0,34;0,31;0,17;0,81;0,63;0,72
"sub01118";0,84;0,85;0,19;0,85;0,86;0,9;0,89;0,94;0,87;0,52;0,39;0,74;0,73;0,68;0,7;0,81;0,82
"sub01192";0,2;0,32;0,38;0,52;0,18;0,22;0,36;0,58;0,8;0,18;0,38;0,32;0,001;0,001;0,001;0,001;0,001
"sub01277";0,18;0,43;0,76;0,37;0,34;0,36;0,56;0,78;0,37;0,57;0,19;0,05;0,23;0,06;0,7;0,14;0,11
"sub00746";0,23;0,25;0,32;0,73;0,78;0,56;0,49;0,96;0,75;0,66;0,33;0,66;0,63;0,64;0,76;0,47;0,22
"sub01271";0,52;0,29;0,23;0,63;0,51;0,51;0,52;0,68;0,67;0,5;0,15;0,66;0,33;0,35;0,33;0,71;0,59
"sub01409";0,46;0,89;0,6;0,48;0,65;0,8;0,999;0,77;0,74;0,9;0,44;0,57;0,54;0,64;0,55;0,999;0,6
"sub01152";0,37;0,26;0,59;0,999;0,5;0,26;0,25;0,26;0,94;0,51;0,08;0,97;0,999;0,999;0,999;0,999;0,95
"sub00105";0,3;0,33;0,59;0,89;0,83;0,43;0,42;0,41;0,999;0,54;0,13;0,48;0,35;0,55;0,5;0,77;0,79
"sub00806";0,1;0,001;0,08;0,59;0,001;0,001;0,11;0,31;0,001;0,31;0,18;0,17;0,001;0,13;0,05;0,03;0,09
"sub01479";0,5;0,29;0,55;0,82;0,71;0,93;0,999;0,84;0,9;0,64;0,9;0,6;0,33;0,31;0,86;0,56;0,76
"sub01346";0,22;0,11;0,83;0,999;0,24;0,64;0,87;0,91;0,999;0,5;0,001;0,06;0,001;0,001;0,74;0,72;0,39
"sub00113";0,29;0,37;0,74;0,42;0,5;0,37;0,33;0,37;0,75;0,59;0,34;0,57;0,73;0,14;0,94;0,29;0,49
"sub01397";0,47;0,49;0,95;0,999;0,999;0,999;0,999;0,999;0,51;0,999;0,001;0,49;0,999;0,51;0,999;0,51;0,999
"sub00129";0,42;0,12;0,01;0,28;0,28;0,4;0,41;0,42;0,73;0,18;0,03;0,07;0,37;0,81;0,95;0,13;0,93
"sub01432";0,38;0,46;0,07;0,37;0,52;0,54;0,4;0,55;0,62;0,28;0,12;0,42;0,38;0,77;0,95;0,7;0,44
"sub01393";0,64;0,78;0,89;0,97;0,6;0,94;0,96;0,78;0,84;0,7;0,28;0,7;0,5;0,27;0,999;0,28;0,52
"sub00368";0,5;0,31;0,81;0,66;0,49;0,51;0,8;0,999;0,82;0,71;0,76;0,5;0,75;0,56;0,49;0,19;0,51
"sub01472";0,83;0,78;0,65;0,93;0,9;0,999;0,999;0,999;0,6;0,76;0,07;0,999;0,999;0,999;0,999;0,72;0,999
"sub01278";0,999;0,49;0,03;0,5;0,999;0,999;0,999;0,999;0,999;0,999;0,001;0,999;0,001;0,82;0,999;0,1;0,84
"sub00716";0,001;0,52;0,98;0,5;0,001;0,25;0,36;0,51;0,29;0,76;0,001;0,001;0,24;0,001;0,999;0,83;0,5
"sub00859";0,001;0,999;0,001;0,001;0,001;0,52;0,999;0,999;0,001;0,999;0,001;0,001;0,001;0,001;0,999;0,001;0,001
"sub01206";0,3;0,17;0,999;0,999;0,49;0,52;0,67;0,69;0,88;0,9;0,001;0,999;0,19;0,09;0,999;0,999;0,999
"sub00068";0,95;0,11;0,87;0,999;0,88;0,91;0,88;0,89;0,84;0,85;0,12;0,64;0,999;0,95;0,999;0,97;0,999
"sub00013";0,59;0,78;0,9;0,72;0,94;0,88;0,94;0,73;0,96;0,87;0,21;0,68;0,23;0,17;0,23;0,62;0,74
"sub01210";0,02;0,04;0,001;0,16;0,2;0,02;0,25;0,3;0,05;0,14;0,13;0,71;0,02;0,01;0,56;0,7;0,28
"sub00878";0,35;0,13;0,13;0,37;0,61;0,59;0,68;0,96;0,69;0,64;0,01;0,01;0,001;0,001;0,67;0,01;0,001
"sub01578";0,68;0,2;0,58;0,75;0,85;0,76;0,74;0,76;0,61;0,52;0,43;0,999;0,89;0,89;0,999;0,999;0,999
"sub01256";0,79;0,26;0,001;0,65;0,96;0,97;0,92;0,93;0,62;0,53;0,19;0,15;0,24;0,7;0,91;0,1;0,06
"sub00323";0,77;0,001;0,24;0,73;0,92;0,89;0,999;0,64;0,53;0,3;0,03;0,001;0,27;0,07;0,87;0,33;0,03
"sub00337";0,35;0,34;0,15;0,53;0,64;0,58;0,66;0,49;0,94;0,63;0,9;0,69;0,16;0,9;0,95;0,94;0,95
"sub00211";0,69;0,15;0,4;0,59;0,29;0,6;0,83;0,62;0,51;0,71;0,53;0,5;0,6;0,54;0,999;0,67;0,72
"sub00461";0,08;0,13;0,001;0,001;0,23;0,001;0,61;0,53;0,54;0,2;0,001;0,15;0,58;0,24;0,28;0,001;0,001
"sub01060";0,06;0,05;0,999;0,999;0,63;0,19;0,5;0,31;0,8;0,85;0,001;0,11;0,4;0,55;0,77;0,32;0,74
"sub00781";0,64;0,94;0,76;0,88;0,89;0,79;0,87;0,86;0,78;0,82;0,75;0,53;0,63;0,43;0,54;0,35;0,39
"sub01109";0,001;0,64;0,64;0,56;0,57;0,55;0,51;0,49;0,52;0,5;0,001;0,001;0,01;0,001;0,001;0,001;0,001
"sub01494";0,27;0,73;0,75;0,9;0,53;0,48;0,39;0,44;0,58;0,53;0,08;0,95;0,999;0,999;0,999;0,96;0,999
"sub01105";0,43;0,56;0,16;0,77;0,39;0,45;0,47;0,58;0,59;0,71;0,15;0,56;0,41;0,59;0,41;0,61;0,68
"sub01191";0,6;0,51;0,79;0,999;0,28;0,85;0,999;0,63;0,59;0,23;0,14;0,16;0,03;0,42;0,76;0,74;0,999
"sub01048";0,69;0,73;0,61;0,79;0,72;0,78;0,999;0,83;0,91;0,999;0,58;0,73;0,55;0,72;0,999;0,999;0,98
"sub01070";0,999;0,62;0,001;0,8;0,999;0,51;0,51;0,52;0,22;0,58;0,27;0,18;0,001;0,001;0,02;0,53;0,76
"sub00531";0,81;0,22;0,15;0,5;0,95;0,9;0,98;0,999;0,98;0,23;0,12;0,8;0,05;0,12;0,87;0,95;0,93
"sub00309";0,77;0,001;0,001;0,001;0,83;0,78;0,91;0,85;0,6;0,41;0,59;0,001;0,001;0,01;0,57;0,56;0,35
"sub00637";0,29;0,51;0,05;0,89;0,3;0,26;0,7;0,68;0,72;0,66;0,001;0,15;0,001;0,001;0,001;0,001;0,001
"sub00268";0,51;0,34;0,25;0,42;0,49;0,5;0,5;0,49;0,46;0,51;0,07;0,1;0,1;0,14;0,16;0,17;0,15
"sub00687";0,3;0,46;0,68;0,58;0,31;0,61;0,35;0,34;0,49;0,79;0,16;0,84;0,73;0,37;0,999;0,98;0,82
"sub01121";0,08;0,29;0,18;0,44;0,07;0,09;0,11;0,17;0,49;0,48;0,001;0,001;0,001;0,001;0,001;0,001;0,001
"sub00156";0,34;0,87;0,67;0,88;0,63;0,63;0,81;0,79;0,79;0,77;0,19;0,88;0,1;0,09;0,87;0,31;0,93
"sub00467";0,999;0,999;0,5;0,999;0,999;0,999;0,999;0,999;0,999;0,81;0,001;0,999;0,17;0,999;0,52;0,52;0,999
"sub00393";0,38;0,999;0,09;0,6;0,34;0,42;0,45;0,42;0,9;0,8;0,08;0,001;0,001;0,001;0,13;0,001;0,001
"sub00226";0,87;0,86;0,001;0,66;0,999;0,999;0,999;0,999;0,001;0,24;0,001;0,87;0,999;0,999;0,999;0,999;0,05
"sub00644";0,33;0,23;0,68;0,57;0,43;0,61;0,44;0,27;0,8;0,34;0,34;0,71;0,77;0,77;0,97;0,83;0,89
"sub00342";0,75;0,19;0,34;0,88;0,83;0,999;0,7;0,999;0,5;0,24;0,999;0,001;0,39;0,65;0,001;0,65;0,71
"sub01243";0,57;0,62;0,47;0,26;0,38;0,44;0,49;0,5;0,71;0,61;0,51;0,18;0,13;0,13;0,57;0,83;0,25
"sub00500";0,5;0,999;0,81;0,82;0,5;0,51;0,26;0,51;0,28;0,999;0,18;0,82;0,94;0,23;0,999;0,999;0,999
"sub00488";0,84;0,2;0,999;0,94;0,86;0,87;0,81;0,88;0,86;0,49;0,1;0,5;0,19;0,14;0,07;0,17;0,11
"sub00449";0,75;0,25;0,83;0,94;0,69;0,89;0,95;0,999;0,71;0,34;0,13;0,001;0,22;0,81;0,98;0,02;0,49
"sub00061";0,52;0,17;0,5;0,51;0,7;0,44;0,76;0,96;0,73;0,5;0,48;0,67;0,53;0,51;0,75;0,75;0,79
"sub01553";0,999;0,999;0,999;0,999;0,5;0,92;0,999;0,999;0,999;0,7;0,001;0,999;0,999;0,999;0,999;0,999;0,999
"sub01388";0,36;0,14;0,999;0,999;0,12;0,14;0,49;0,5;0,999;0,72;0,16;0,999;0,1;0,999;0,999;0,999;0,999
"sub00825";0,9;0,66;0,001;0,32;0,29;0,41;0,6;0,59;0,75;0,88;0,22;0,05;0,001;0,01;0,67;0,01;0,001
"sub00476";0,49;0,06;0,02;0,24;0,64;0,49;0,48;0,49;0,3;0,5;0,001;0,49;0,999;0,999;0,999;0,97;0,999
"sub01064";0,33;0,22;0,66;0,3;0,56;0,5;0,5;0,61;0,82;0,51;0,001;0,33;0,2;0,06;0,92;0,1;0,27
"sub00190";0,03;0,87;0,83;0,76;0,65;0,62;0,46;0,35;0,34;0,19;0,14;0,17;0,1;0,75;0,66;0,69;0,72
"sub00941";0,71;0,25;0,71;0,93;0,65;0,81;0,83;0,8;0,63;0,19;0,39;0,61;0,1;0,77;0,999;0,71;0,93
"sub00861";0,09;0,5;0,36;0,47;0,17;0,24;0,52;0,35;0,42;0,21;0,07;0,09;0,3;0,34;0,06;0,16;0,01
"sub00395";0,7;0,22;0,15;0,82;0,75;0,75;0,62;0,6;0,69;0,81;0,27;0,44;0,79;0,81;0,999;0,92;0,82
"sub01540";0,08;0,11;0,001;0,95;0,9;0,88;0,79;0,25;0,88;0,999;0,55;0,41;0,63;0,53;0,81;0,81;0,86
"sub00789";0,68;0,5;0,52;0,71;0,77;0,77;0,74;0,8;0,999;0,84;0,001;0,79;0,52;0,54;0,999;0,52;0,51
"sub01456";0,86;0,2;0,12;0,68;0,94;0,88;0,999;0,999;0,88;0,39;0,04;0,02;0,06;0,05;0,05;0,07;0,05
"sub01575";0,001;0,01;0,999;0,66;0,81;0,28;0,72;0,8;0,999;0,001;0,001;0,23;0,22;0,18;0,88;0,18;0,999
"sub00552";0,11;0,62;0,18;0,66;0,49;0,92;0,999;0,77;0,8;0,13;0,52;0,72;0,999;0,999;0,999;0,999;0,999
"sub00634";0,22;0,43;0,36;0,52;0,43;0,4;0,57;0,14;0,65;0,51;0,001;0,19;0,65;0,75;0,93;0,69;0,32
"sub00251";0,56;0,18;0,001;0,38;0,86;0,51;0,52;0,51;0,83;0,3;0,001;0,05;0,001;0,47;0,79;0,62;0,02
"sub00985";0,59;0,9;0,11;0,71;0,78;0,79;0,89;0,85;0,62;0,73;0,05;0,86;0,7;0,81;0,999;0,97;0,999
"sub00542";0,61;0,63;0,05;0,53;0,34;0,39;0,45;0,38;0,76;0,65;0,06;0,82;0,46;0,37;0,71;0,5;0,84
"sub00811";0,6;0,73;0,69;0,63;0,81;0,62;0,53;0,51;0,71;0,81;0,39;0,6;0,81;0,87;0,81;0,82;0,87
"sub00248";0,19;0,61;0,88;0,67;0,4;0,29;0,2;0,16;0,56;0,87;0,001;0,59;0,95;0,63;0,94;0,93;0,93
"sub01045";0,49;0,51;0,54;0,88;0,52;0,5;0,62;0,6;0,92;0,81;0,5;0,84;0,62;0,63;0,88;0,91;0,999
"sub01234";0,48;0,66;0,001;0,51;0,5;0,51;0,94;0,88;0,49;0,49;0,001;0,51;0,93;0,05;0,51;0,001;0,001
"sub00936";0,01;0,36;0,45;0,51;0,001;0,06;0,001;0,001;0,77;0,37;0,001;0,001;0,001;0,001;0,001;0,01;0,001
"sub00456";0,03;0,38;0,01;0,79;0,19;0,39;0,49;0,62;0,09;0,6;0,12;0,63;0,5;0,66;0,86;0,63;0,52
"sub01030";0,96;0,63;0,43;0,45;0,34;0,66;0,83;0,999;0,94;0,76;0,35;0,56;0,52;0,52;0,52;0,53;0,5
"sub00303";0,37;0,28;0,06;0,39;0,61;0,64;0,64;0,76;0,38;0,5;0,001;0,001;0,001;0,001;0,67;0,001;0,56
"sub01008";0,82;0,16;0,001;0,22;0,999;0,999;0,999;0,999;0,72;0,23;0,001;0,001;0,01;0,001;0,14;0,61;0,1
"sub00501";0,27;0,17;0,05;0,38;0,38;0,36;0,49;0,48;0,69;0,61;0,31;0,6;0,77;0,82;0,92;0,8;0,66
"sub00567";0,999;0,999;0,74;0,999;0,999;0,999;0,999;0,999;0,2;0,999;0,001;0,999;0,999;0,999;0,999;0,999;0,999
"sub00172";0,999;0,16;0,06;0,999;0,86;0,93;0,999;0,95;0,91;0,92;0,11;0,82;0,92;0,95;0,94;0,93;0,999
"sub00755";0,88;0,999;0,999;0,75;0,999;0,999;0,999;0,999;0,999;0,8;0,51;0,6;0,79;0,64;0,77;0,86;0,93
"sub01266";0,92;0,65;0,57;0,68;0,95;0,9;0,999;0,81;0,79;0,63;0,23;0,73;0,66;0,73;0,78;0,78;0,83
"sub01229";0,25;0,6;0,33;0,61;0,27;0,26;0,35;0,51;0,64;0,37;0,18;0,19;0,44;0,24;0,59;0,28;0,59
"sub00842";0,12;0,54;0,76;0,84;0,6;0,61;0,63;0,67;0,98;0,6;0,46;0,59;0,36;0,6;0,64;0,64;0,61
"sub01282";0,39;0,15;0,999;0,48;0,89;0,999;0,999;0,81;0,19;0,49;0,001;0,999;0,999;0,999;0,999;0,17;0,14
"sub00808";0,21;0,36;0,07;0,51;0,53;0,65;0,64;0,55;0,4;0,43;0,37;0,02;0,08;0,01;0,71;0,69;0,1
"sub01547";0,76;0,35;0,001;0,89;0,9;0,999;0,999;0,999;0,8;0,36;0,001;0,75;0,13;0,92;0,7;0,999;0,999
"sub01361";0,7;0,76;0,2;0,8;0,94;0,5;0,89;0,78;0,5;0,75;0,82;0,79;0,999;0,5;0,999;0,999;0,49
"sub01450";0,67;0,18;0,02;0,9;0,73;0,73;0,98;0,98;0,79;0,72;0,48;0,85;0,48;0,12;0,78;0,94;0,95
"sub01589";0,28;0,81;0,59;0,8;0,64;0,48;0,6;0,51;0,55;0,62;0,47;0,64;0,79;0,65;0,59;0,67;0,53
"sub00327";0,58;0,49;0,25;0,47;0,47;0,41;0,69;0,67;0,15;0,5;0,2;0,19;0,55;0,48;0,63;0,63;0,65
"sub01013";0,04;0,36;0,08;0,25;0,04;0,05;0,26;0,44;0,52;0,49;0,38;0,05;0,02;0,01;0,72;0,31;0,06
"sub01417";0,2;0,52;0,66;0,81;0,32;0,34;0,39;0,32;0,74;0,41;0,17;0,42;0,17;0,42;0,79;0,42;0,29
"sub00988";0,27;0,23;0,999;0,999;0,25;0,5;0,52;0,51;0,51;0,5;0,24;0,34;0,19;0,78;0,5;0,51;0,87
"sub00925";0,88;0,999;0,001;0,06;0,999;0,999;0,999;0,7;0,78;0,5;0,001;0,999;0,999;0,69;0,51;0,999;0,999
"sub00575";0,29;0,01;0,63;0,999;0,47;0,45;0,54;0,54;0,999;0,46;0,9;0,001;0,04;0,03;0,85;0,71;0,38
"sub01405";0,41;0,12;0,68;0,67;0,63;0,5;0,31;0,17;0,48;0,31;0,31;0,25;0,5;0,36;0,78;0,77;0,84
"sub00863";0,75;0,64;0,85;0,76;0,92;0,54;0,53;0,53;0,56;0,57;0,13;0,42;0,66;0,77;0,94;0,86;0,95
"sub00080";0,85;0,28;0,39;0,76;0,999;0,85;0,89;0,67;0,999;0,59;0,001;0,71;0,999;0,999;0,999;0,7;0,999
"sub00682";0,22;0,61;0,001;0,63;0,51;0,65;0,94;0,76;0,64;0,27;0,2;0,2;0,17;0,75;0,77;0,1;0,51
"sub00895";0,56;0,45;0,73;0,79;0,92;0,64;0,69;0,84;0,68;0,97;0,58;0,74;0,91;0,86;0,999;0,83;0,92
"sub00116";0,56;0,48;0,41;0,61;0,46;0,53;0,57;0,42;0,6;0,65;0,21;0,62;0,24;0,28;0,95;0,85;0,93
"sub01568";0,51;0,15;0,82;0,51;0,61;0,36;0,67;0,76;0,76;0,59;0,001;0,001;0,17;0,59;0,84;0,71;0,87
"sub00978";0,49;0,64;0,999;0,84;0,48;0,69;0,64;0,46;0,63;0,64;0,33;0,3;0,001;0,999;0,71;0,3;0,83
"sub01369";0,29;0,6;0,17;0,21;0,54;0,55;0,67;0,69;0,76;0,74;0,13;0,6;0,67;0,73;0,8;0,9;0,92
"sub01034";0,04;0,13;0,9;0,64;0,1;0,04;0,19;0,18;0,29;0,27;0,74;0,2;0,12;0,11;0,88;0,59;0,5
"sub00111";0,91;0,4;0,999;0,93;0,77;0,999;0,76;0,62;0,999;0,4;0,33;0,49;0,21;0,84;0,999;0,48;0,51
"sub00954";0,001;0,17;0,001;0,08;0,08;0,22;0,34;0,39;0,13;0,5;0,001;0,001;0,001;0,001;0,15;0,001;0,001
"sub00880";0,5;0,38;0,42;0,52;0,51;0,38;0,52;0,48;0,38;0,41;0,43;0,19;0,22;0,34;0,66;0,44;0,53
"sub00102";0,72;0,27;0,001;0,35;0,79;0,69;0,75;0,76;0,75;0,22;0,001;0,001;0,001;0,001;0,001;0,001;0,001
"sub01279";0,31;0,49;0,78;0,76;0,49;0,5;0,77;0,89;0,35;0,81;0,03;0,02;0,001;0,001;0,02;0,02;0,001
"sub01440";0,26;0,29;0,76;0,83;0,64;0,67;0,91;0,93;0,87;0,62;0,09;0,1;0,12;0,13;0,91;0,1;0,04
"sub01052";0,79;0,77;0,19;0,69;0,86;0,67;0,5;0,5;0,61;0,76;0,19;0,64;0,62;0,69;0,77;0,39;0,35
"sub00167";0,07;0,15;0,05;0,14;0,21;0,38;0,76;0,7;0,2;0,35;0,2;0,07;0,09;0,6;0,19;0,14;0,18
"sub00584";0,62;0,32;0,6;0,61;0,64;0,51;0,61;0,62;0,72;0,64;0,19;0,36;0,37;0,6;0,8;0,42;0,42
"sub01174";0,33;0,03;0,34;0,65;0,56;0,49;0,74;0,71;0,55;0,51;0,001;0,04;0,27;0,13;0,69;0,18;0,49
"sub00623";0,17;0,16;0,4;0,72;0,52;0,001;0,11;0,08;0,88;0,32;0,19;0,51;0,001;0,001;0,999;0,27;0,22
"sub00934";0,39;0,43;0,63;0,46;0,63;0,78;0,43;0,53;0,81;0,59;0,25;0,38;0,32;0,26;0,49;0,73;0,74
"sub01134";0,64;0,02;0,05;0,76;0,94;0,93;0,999;0,91;0,66;0,999;0,001;0,02;0,66;0,69;0,93;0,98;0,94
"sub00888";0,48;0,69;0,91;0,81;0,49;0,49;0,61;0,39;0,5;0,65;0,1;0,98;0,1;0,34;0,68;0,999;0,9
